KSAT_ID;KSAT_Type;KSAT_Description
70104;Skills;Skill in conducting Test Readiness Reviews.
70105;Skills;WITHDRAWN: Skill in data mining techniques. (See S0202)
70106;Skills;Skill in data pre-processing (e.g., imputation, dimensionality reduction, normalization, transformation, extraction, filtering, smoothing).
70107;Skills;Skill in designing and documenting overall program Test & Evaluation strategies.
70108;Skills;Skill in developing workforce and position qualification standards.
70109;Skills;Skill in identifying hidden patterns or relationships.
70110;Skills;Skill in identifying Test & Evaluation infrastructure (people, ranges, tools, instrumentation) requirements.
70111;Skills;Skill in interfacing with customers.
70112;Skills;Skill in managing test assets, test resources, and test personnel to ensure effective completion of test events.
70113;Skills;Skill in performing format conversions to create a standard representation of the data.
70114;Skills;Skill in performing sensitivity analysis.
70115;Skills;Skill in preparing Test & Evaluation reports.
70116;Skills;Skill in designing multi-level security/cross domain solutions.
70117;Skills;Skill in providing Test & Evaluation resource estimate.
70118;Skills;Skill in developing machine understandable semantic ontologies.
70119;Skills;Skill in Regression Analysis (e.g., Hierarchical Stepwise, Generalized Linear Model, Ordinary Least Squares, Tree-Based Methods, Logistic).
70120;Skills;Skill in reviewing logs to identify evidence of past intrusions.
70121;Skills;Skill in system, network, and OS hardening techniques. (e.g., remove unnecessary services, password policies, network segmentation, enable logging, least privilege, etc.).
70122;Skills;Skill in the use of design methods. 
70123;Skills;Skill in transformation analytics (e.g., aggregation, enrichment, processing).
70124;Skills;Skill in troubleshooting and diagnosing cyber defense infrastructure anomalies and work through resolution.
70125;Skills;Skill in using basic descriptive statistics and techniques (e.g., normality, model distribution, scatter plots).
70126;Skills;Skill in using data analysis tools (e.g., Excel, STATA SAS, SPSS).
70127;Skills;Skill in using data mapping tools.
70128;Skills;Skill in using manpower and personnel IT systems.
70129;Skills;Skill in using outlier identification and removal techniques.
70130;Skills;Skill in writing scripts using R, Python, PIG, HIVE, SQL, etc.
70131;Skills;Skill in analyzing malware.
70132;Skills;Skill in conducting bit-level analysis.
70133;Skills;Skill in processing digital evidence, to include protecting and making legally sound copies of evidence.
70134;Skills;Skill in conducting reviews of systems.
70135;Skills;Skill in secure test plan design (e. g. unit, integration, system, acceptance).
70136;Skills;Skill in network systems management principles, models, methods (e.g., end-to-end systems performance monitoring), and tools.
70137;Skills;Skill in conducting application vulnerability assessments.
70138;Skills;Skill in using Public-Key Infrastructure (PKI) encryption and digital signature capabilities into applications (e.g., S/MIME email, SSL traffic).
70139;Skills;Skill in applying security models (e.g., Bell-LaPadula model, Biba integrity model, Clark-Wilson integrity model).
70140;Skills;Skill in applying the systems engineering process.
70141;Skills;Skill in assessing security systems designs.
70142;Skills;Skill in conducting research for troubleshooting novel client-level problems.
70143;Skills;Skill in conducting system/server planning, management, and maintenance.
70144;Skills;Skill in correcting physical and technical problems that impact system/server performance.
70145;Skills;Skill in integrating and applying policies that meet system security objectives.
70146;Skills;Skill in creating policies that enable systems to meet performance objectives (e.g. traffic routing, SLA's, CPU specifications).
70147;Skills;Skill in assessing security controls based on cybersecurity principles and tenets. (e.g., CIS CSC, NIST SP 800-53, Cybersecurity Framework, etc.).
70148;Skills;Skill in designing the integration of technology processes and solutions, including legacy systems and modern programming languages. 
70149;Skills;Skill in developing applications that can log and handle errors, exceptions, and application faults and logging.
70150;Skills;Skill in implementing and testing network infrastructure contingency and recovery plans.
70151;Skills;Skill in troubleshooting failed system components (i.e., servers)
70152;Skills;Skill in translating operational requirements into protection needs (i.e., security controls).
70153;Skills;Skill in identifying and anticipating system/server performance, availability, capacity, or configuration problems.
70154;Skills;Skill in installing system and component upgrades. (i.e., servers, appliances, network devices).
70155;Skills;Skill in monitoring and optimizing system/server performance.
70156;Skills;Skill in performing packet-level analysis.
70157;Skills;Skill in recovering failed systems/servers. (e.g., recovery software, failover clusters, replication, etc.).
70158;Skills;Skill in operating system administration. (e.g., account maintenance, data backups, maintain system performance, install and configure new hardware/software).
70159;Skills;Skill in configuring and validating network workstations and peripherals in accordance with approved standards and/or specifications.
70160;Skills;Skill in the use of design modeling (e.g., unified modeling language).
70161;Skills;WITHDRAWN: Integrated into S0160
70162;Skills;Skill in applying various subnet techniques (e.g., CIDR)
70163;Skills;WITHDRAWN: Integrated into S0060
70164;Skills;Skill in assessing the application of cryptographic standards.
70165;Skills;WITHDRAWN: Skill in collecting, packaging, transporting, and storing electronic evidence to avoid alteration, loss, physical damage, or destruction of data. (See S0068)
70166;Skills;Skill in identifying gaps in technical delivery capabilities.
70167;Skills;Skill in recognizing vulnerabilities in security systems. (e.g., vulnerability and compliance scanning).
70168;Skills;Skill in setting up physical or logical sub-networks that separate an internal local area network (LAN) from other untrusted networks.
70169;Skills;Skill in conducting trend analysis.
70170;Skills;Skill in configuring and utilizing computer protection components (e.g., hardware firewalls, servers, routers, as appropriate).
70171;Skills;Skill in performing impact/risk assessments.
70172;Skills;Skill in applying secure coding techniques. 
70173;Skills;Skill in using security event correlation tools.
70174;Skills;Skill in using code analysis tools.
70175;Skills;Skill in performing root cause analysis.
70176;Skills;Skill in administrative planning activities, to include preparation of functional and specific support plans, preparing and managing correspondence, and staffing procedures.
70177;Skills;Skill in analyzing a target's communication networks.
70178;Skills;Skill in analyzing essential network data (e.g., router configuration files, routing protocols).
70179;Skills;Skill in analyzing language processing tools to provide feedback to enhance tool development.
70180;Skills;WITHDRAWN: Integrated into S0062
70181;Skills;Skill in analyzing midpoint collection data.
70182;Skills;Skill in analyzing target communications internals and externals collected from wireless LANs.
70183;Skills;Skill in analyzing terminal or environment collection data.
70184;Skills;Skill in analyzing traffic to identify network devices.
70185;Skills;Skill in applying analytical methods typically employed to support planning and to justify recommended strategies and courses of action.
70186;Skills;Skill in applying crisis planning procedures.
70187;Skills;"Skill in applying various analytical methods, tools, and techniques (e.g., competing hypotheses; chain of reasoning; scenario methods; denial and deception detection; high impact-low probability; network/association or link analysis; Bayesian, Delphi, and Pattern analyses)."
70188;Skills;Skill in assessing a target's frame of reference (e.g., motivation, technical capability, organizational structure, sensitivities).
70189;Skills;Skill in assessing and/or estimating effects generated during and after cyber operations.
70190;Skills;Skill in assessing current tools to identify needed improvements.
70191;Skills;Skill in assessing the applicability of available analytical tools to various situations.
70192;Skills;Skill in auditing firewalls, perimeters, routers, and intrusion detection systems.
70193;Skills;Skill in complying with the legal restrictions for targeted information.
70194;Skills;Skill in conducting non-attributable research.
70195;Skills;Skill in conducting research using all available sources.
70196;Skills;Skill in conducting research using deep web.
70197;Skills;Skill in conducting social network analysis, buddy list analysis, and/or cookie analysis.
70198;Skills;Skill in conducting social network analysis.
70199;Skills;Skill in creating and extracting important information from packet captures.
70200;Skills;Skill in creating collection requirements in support of data acquisition activities.
70201;Skills;Skill in creating plans in support of remote operations. (i.e., hot/warm/cold/alternative sites, disaster recovery).
70202;Skills;Skill in data mining techniques (e.g., searching file systems) and analysis.
70203;Skills;Skill in defining and characterizing all pertinent aspects of the operational environment.
70204;Skills;Skill in depicting source or collateral data on a network map.
70205;Skills;Skill in determining appropriate targeting options through the evaluation of available capabilities against desired effects.
70206;Skills;Skill in determining installed patches on various operating systems and identifying patch signatures.
70207;Skills;Skill in determining the effect of various router and firewall configurations on traffic patterns and network performance in both LAN and WAN environments.
70208;Skills;Skill in determining the physical location of network devices.
70209;Skills;Skill in developing and executing comprehensive cyber operations assessment programs for assessing and validating operational performance characteristics.
70210;Skills;Skill in developing intelligence reports.
70211;Skills;Skill in developing or recommending analytic approaches or solutions to problems and situations for which information is incomplete or for which no precedent exists.
70212;Skills;Skill in disseminating items of highest intelligence value in a timely manner.
70213;Skills;Skill in documenting and communicating complex technical and programmatic information.
70214;Skills;Skill in evaluating accesses for intelligence value.
70215;Skills;Skill in evaluating and interpreting metadata.
70216;Skills;Skill in evaluating available capabilities against desired effects to provide effective courses of action.
70217;Skills;Skill in evaluating data sources for relevance, reliability, and objectivity.
70218;Skills;Skill in evaluating information for reliability, validity, and relevance.
70219;Skills;Skill in evaluating information to recognize relevance, priority, etc.
70220;Skills;Skill in exploiting/querying organizational and/or partner collection databases.
70221;Skills;Skill in extracting information from packet captures.
70222;Skills;Skill in fusion analysis 
70223;Skills;Skill in generating operation plans in support of mission and target requirements.
70224;Skills;Skill in gisting target communications.
70225;Skills;Skill in identifying a target’s communications networks.
70226;Skills;Skill in identifying a target's network characteristics. 
70227;Skills;Skill in identifying alternative analytical interpretations to minimize unanticipated outcomes.
70228;Skills;Skill in identifying critical target elements, to include critical target elements for the cyber domain.
70229;Skills;Skill in identifying cyber threats which may jeopardize organization and/or partner interests.
70230;Skills;WITHDRAWN: Integrated into S0066
70231;Skills;Skill in identifying how a target communicates.
70232;Skills;Skill in identifying intelligence gaps and limitations.
70233;Skills;Skill in identifying language issues that may have an impact on organization objectives.
70234;Skills;Skill in identifying leads for target development.
70235;Skills;Skill in identifying non-target regional languages and dialects
70236;Skills;Skill in identifying the devices that work at each level of protocol models.
70237;Skills;Skill in identifying, locating, and tracking targets via geospatial analysis techniques
70238;Skills;Skill in information prioritization as it relates to operations.
70239;Skills;Skill in interpreting compiled and interpretive programming languages.
70240;Skills;Skill in interpreting metadata and content as applied by collection systems.
70241;Skills;Skill in interpreting traceroute results, as they apply to network analysis and reconstruction. 
70242;Skills;Skill in interpreting vulnerability scanner results to identify vulnerabilities.
70243;Skills;Skill in knowledge management, including technical documentation techniques (e.g., Wiki page).
70244;Skills;Skill in managing client relationships, including determining client needs/requirements, managing client expectations, and demonstrating commitment to delivering quality results.
70245;Skills;Skill in navigating network visualization software.
70246;Skills;Skill in number normalization.
70247;Skills;Skill in performing data fusion from existing intelligence for enabling new and continued collection.
70248;Skills;Skill in performing target system analysis.
70249;Skills;Skill in preparing and presenting briefings.
70250;Skills;Skill in preparing plans and related correspondence.
70251;Skills;Skill in prioritizing target language material.
70252;Skills;Skill in processing collected data for follow-on analysis.
70253;Skills;Skill in providing analysis on target-related matters (e.g., language, cultural, communications).
70254;Skills;Skill in providing analysis to aid writing phased after action reports.
70255;Skills;Skill in providing real-time, actionable geolocation information utilizing target infrastructures.
70256;Skills;Skill in providing understanding of target or threat systems through the identification and link analysis of physical, functional, or behavioral relationships.
70257;Skills;Skill in reading, interpreting, writing, modifying, and executing simple scripts (e.g., PERL, VBS) on Windows and Unix systems (e.g., those that perform tasks like parsing large data files, automating manual tasks, and fetching/processing remote data).
70258;Skills;Skill in recognizing and interpreting malicious network activity in traffic.
70259;Skills;Skill in recognizing denial and deception techniques of the target.
70260;Skills;Skill in recognizing midpoint opportunities and essential information.
70261;Skills;Skill in recognizing relevance of information.
70262;Skills;Skill in recognizing significant changes in a target’s communication patterns.
70263;Skills;Skill in recognizing technical information that may be used for leads for metadata analysis.
70264;Skills;Skill in recognizing technical information that may be used for leads to enable remote operations (data includes users, passwords, email addresses, IP ranges of the target, frequency in DNI behavior, mail servers, domain servers, SMTP header information).
70265;Skills;Skill in recognizing technical information that may be used for target development including intelligence development. 
70266;Skills;Skill in relevant programming languages (e.g., C++, Python, etc.). 
70267;Skills;Skill in remote command line and Graphic User Interface (GUI) tool usage.
70268;Skills;Skill in researching essential information.
70269;Skills;Skill in researching vulnerabilities and exploits utilized in traffic.
70270;Skills;Skill in reverse engineering (e.g., hex editing, binary packaging utilities, debugging, and strings analysis) to identify function and ownership of remote tools.
70271;Skills;Skill in reviewing and editing assessment products.
70272;Skills;Skill in reviewing and editing intelligence products from various sources for cyber operations.
70273;Skills;Skill in reviewing and editing plans.
70274;Skills;Skill in reviewing and editing target materials.
70275;Skills;Skill in server administration.
70276;Skills;Skill in survey, collection, and analysis of wireless LAN metadata.
70277;Skills;Skill in synthesizing, analyzing, and prioritizing meaning across data sets.
70278;Skills;Skill in tailoring analysis to the necessary levels (e.g., classification and organizational).
70279;Skills;Skill in target development in direct support of collection operations.
70280;Skills;Skill in target network anomaly identification (e.g., intrusions, dataflow or processing, target implementation of new technologies).
70281;Skills;Skill in technical writing.
70282;Skills;Skill in testing and evaluating tools for implementation.
70283;Skills;Skill in transcribing target language communications.
70284;Skills;Skill in translating target graphic and/or voice language materials.
70285;Skills;Skill in using Boolean operators to construct simple and complex queries.
70286;Skills;Skill in using databases to identify target-relevant information.
70287;Skills;Skill in using geospatial data and applying geospatial resources.
70288;Skills;Skill in using multiple analytic tools, databases, and techniques (e.g., Analyst’s Notebook, A-Space, Anchory, M3, divergent/convergent thinking, link charts, matrices, etc.).
70289;Skills;Skill in using multiple search engines (e.g., Google, Yahoo, LexisNexis, DataStar) and tools in conducting open-source searches.
70290;Skills;Skill in using non-attributable networks.
70291;Skills;Skill in using research methods including multiple, different sources to reconstruct a target network.
70292;Skills;Skill in using targeting databases and software packages.
70293;Skills;Skill in using tools, techniques, and procedures to remotely exploit and establish persistence on a target.
70294;Skills;Skill in using trace route tools and interpreting the results as they apply to network analysis and reconstruction.
70295;Skills;Skill in using various open source data collection tools (online trade, DNS, mail, etc.).
70296;Skills;Skill in utilizing feedback to improve processes, products, and services.
70297;Skills;Skill in utilizing virtual collaborative workspaces and/or tools (e.g., IWS, VTCs, chat rooms, SharePoint).
70298;Skills;Skill in verifying the integrity of all files. (e.g., checksums, Exclusive OR, secure hashes, check constraints, etc.).
70299;Skills;Skill in wireless network target analysis, templating, and geolocation.
70300;Skills;Skill in writing (and submitting) requirements to meet gaps in technical capabilities.
70301;Skills;Skill in writing about facts and ideas in a clear, convincing, and organized manner.
70302;Skills;Skill in writing effectiveness reports.
70303;Skills;Skill in writing, reviewing and editing cyber-related Intelligence/assessment products from multiple sources.
70304;Skills;Skill to access information on current assets available, usage.
70305;Skills;Skill to access the databases where plans/directives/guidance are maintained.
70306;Skills;Skill to analyze strategic guidance for issues requiring clarification and/or additional guidance.
70307;Skills;Skill to analyze target or threat sources of strength and morale.
70308;Skills;Skill to anticipate intelligence capability employment requirements.
70309;Skills;Skill to anticipate key target or threat activities which are likely to prompt a leadership decision.
70310;Skills;Skill to apply analytical standards to evaluate intelligence products.
70311;Skills;Skill to apply the capabilities, limitations and tasking methodologies of available platforms, sensors, architectures and apparatus as they apply to organization objectives.
70312;Skills;Skill to apply the process used to assess the performance and impact of cyber operations.
70313;Skills;Skill to articulate a needs statement/requirement and integrate new and emerging collection capabilities, accesses and/or processes into collection operations.
70314;Skills;Skill to articulate intelligence capabilities available to support execution of the plan.
70315;Skills;Skill to articulate the needs of joint planners to all-source analysts.
70316;Skills;Skill to associate Intelligence gaps to priority information requirements and observables.
70317;Skills;Skill to compare indicators/observables with requirements.
70318;Skills;Skill to conceptualize the entirety of the intelligence process in the multiple domains and dimensions.
70319;Skills;Skill to convert intelligence requirements into intelligence production tasks.
70320;Skills;Skill to coordinate the development of tailored intelligence products.
70321;Skills;Skill to correlate intelligence priorities to the allocation of intelligence resources/assets.
70322;Skills;Skill to craft indicators of operational progress/success.
70323;Skills;Skill to create and maintain up-to-date planning documents and tracking of services/production.
70324;Skills;Skill to determine feasibility of collection.
70325;Skills;Skill to develop a collection plan that clearly shows the discipline that can be used to collect the information needed.
70326;Skills;Skill to distinguish between notional and actual resources and their applicability to the plan under development.
70327;Skills;Skill to ensure that the collection strategy leverages all available resources. 
70328;Skills;Skill to evaluate factors of the operational environment to objectives, and information requirements.
70329;Skills;Skill to evaluate requests for information to determine if response information exists.
70330;Skills;Skill to evaluate the capabilities, limitations and tasking methodologies of organic, theater, national, coalition and other collection capabilities. 
70331;Skills;Skill to express orally and in writing the relationship between intelligence capability limitations and decision-making risk and impacts on the overall operation.
70332;Skills;Skill to extract information from available tools and applications associated with collection requirements and collection operations management.
70333;Skills;Skill to graphically depict decision support materials containing intelligence and partner capability estimates.
70334;Skills;Skill to identify and apply tasking, collection, processing, exploitation and dissemination to associated collection disciplines. 
70335;Skills;Skill to identify Intelligence gaps.
70336;Skills;Skill to identify when priority information requirements are satisfied.
70337;Skills;Skill to implement established procedures for evaluating collection management and operations activities.
70338;Skills;Skill to interpret planning guidance to discern level of analytical support required.
70339;Skills;Skill to interpret readiness reporting, its operational relevance and intelligence collection impact.
70340;Skills;Skill to monitor target or threat situation and environmental factors.
70341;Skills;Skill to monitor threat effects to partner capabilities and maintain a running estimate.
70342;Skills;Skill to optimize collection system performance through repeated adjustment, testing, and re-adjustment.
70343;Skills;Skill to orchestrate intelligence planning teams, coordinate collection and production support, and monitor status.
70344;Skills;Skill to prepare and deliver reports, presentations and briefings, to include using visual aids or presentation technology.
70345;Skills;Skill to relate intelligence resources/assets to anticipated intelligence requirements.
70346;Skills;Skill to resolve conflicting collection requirements.
70347;Skills;Skill to review performance specifications and historical information about collection assets.
70348;Skills;Skill to specify collections and/or taskings that must be conducted in the near term.
70349;Skills;Skill to synchronize operational assessment procedures with the critical information requirement process.
70350;Skills;Skill to synchronize planning activities and required intelligence support.
70351;Skills;Skill to translate the capabilities, limitations and tasking methodologies of organic, theater, national, coalition and other collection capabilities.
70352;Skills;Skill to use collaborative tools and environments for collection operations.
70353;Skills;Skill to use systems and/or tools to track collection requirements and determine if they are satisfied.
70354;Skills;Skill in creating policies that reflect the business’s core privacy objectives.
70355;Skills;Skill in negotiating vendor agreements and evaluating vendor privacy practices.
70356;Skills;Skill in communicating with all levels of management including Board members (e.g., interpersonal skills, approachability, effective listening skills, appropriate use of style and language for the audience). 
70357;Skills;Skill to anticipate new security threats.
70358;Skills;Skill to remain aware of evolving technical infrastructures.
70359;Skills;Skill to use critical thinking to analyze organizational patterns and relationships.
70360;Skills;Skill to analyze and assess internal and external partner cyber operations capabilities and tools.
70361;Skills;Skill to analyze and assess internal and external partner intelligence processes and the development of information requirements and essential information.
70362;Skills;Skill to analyze and assess internal and external partner organization capabilities and limitations (those with tasking, collection, processing, exploitation and dissemination responsibilities).
70363;Skills;Skill to analyze and assess internal and external partner reporting.
70364;Skills;Skill to develop insights about the context of an organization’s threat environment
70365;Skills;Skill to design incident response for cloud service models.
70366;Skills;Skill to identify successful capabilities to find solutions to less common and more complex system problems.
70367;Skills;Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
70368;Skills;Skill to use risk scoring to inform performance-based and cost-effective approaches to help organizations to identify, assess, and manage cybersecurity risk.
70369;Skills;Skill to identify sources, characteristics, and uses of the organization’s data assets.
70370;Skills;Skill to use cyber defense Service Provider reporting structure and processes within one’s own organization.
70371;Skills;Skill to respond and take local actions in response to threat sharing alerts from service providers.
70372;Skills;Skill to translate, track, and prioritize information needs and intelligence collection requirements across the extended enterprise.
70373;Skills;Skill to ensure that accountability information is collected for information system and information and communications technology supply chain infrastructure components.
70374;Skills;Skill to identify cybersecurity and privacy issues that stem from connections with internal and external customers and partner organizations.
70375;Skills;Skill in developing information requirements.
70376;Skills;Skill in troubleshooting network equipment (e.g., routers, switches).
70377;Skills;Skill in developing curriculum standards, curriculum, courses and learning activities.
80001;Abilities;Ability to identify systemic security issues based on the analysis of vulnerability and configuration data.
80002;Abilities;Ability to match the appropriate knowledge repository technology for a given application or environment.
80003;Abilities;Ability to determine the validity of technology trend data.
80004;Abilities;Ability to develop curriculum that speaks to the topic at the appropriate level for the target audience.
80005;Abilities;Ability to decrypt digital data collections.
80006;Abilities;Ability to prepare and deliver education and awareness briefings to ensure that systems, network, and data users are aware of and adhere to systems security policies and procedures.
80007;Abilities;Ability to tailor code analysis for application-specific concerns.
80008;Abilities;Ability to apply the methods, standards, and approaches for describing, analyzing, and documenting an organization's enterprise information technology (IT) architecture (e.g., Open Group Architecture Framework [TOGAF], Department of Defense Architecture Framework [DoDAF], Federal Enterprise Architecture Framework [FEAF]).
80009;Abilities;Ability to apply supply chain risk management standards.
80010;Abilities;Ability to analyze malware.
80011;Abilities;Ability to answer questions in a clear and concise manner.
80012;Abilities;Ability to ask clarifying questions.
80013;Abilities;Ability to communicate complex information, concepts, or ideas in a confident and well-organized manner through verbal, written, and/or visual means. 
80014;Abilities;Ability to communicate effectively when writing.
80015;Abilities;Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.
80016;Abilities;Ability to facilitate small group discussions.
80017;Abilities;Ability to gauge learner understanding and knowledge level.
80018;Abilities;Ability to prepare and present briefings.
80019;Abilities;Ability to produce technical documentation.
80020;Abilities;Ability to provide effective feedback to students for improving learning.
80021;Abilities;Ability to use and understand complex mathematical concepts (e.g., discrete math).
80022;Abilities;Ability to apply principles of adult learning.
80023;Abilities;Ability to design valid and reliable assessments.
80024;Abilities;Ability to develop clear directions and instructional materials.
80025;Abilities;Ability to accurately define incidents, problems, and events in the trouble ticketing system.
80026;Abilities;Ability to analyze test data.
80027;Abilities;Ability to apply an organization's goals and objectives to develop and maintain architecture.
80028;Abilities;Ability to assess and forecast manpower requirements to meet organizational objectives.
80029;Abilities;Ability to build complex data structures and high-level programming languages.
80030;Abilities;Ability to collect, verify, and validate test data.
80031;Abilities;Ability to conduct and implement market research to understand government and industry capabilities and appropriate pricing.
80032;Abilities;Ability to develop curriculum for use within a virtual environment.
80033;Abilities;Ability to develop policy, plans, and strategy in compliance with laws, regulations, policies, and standards in support of organizational cyber activities.
80034;Abilities;Ability to develop, update, and/or maintain standard operating procedures (SOPs).
80035;Abilities;Ability to dissect a problem and examine the interrelationships between data that may appear unrelated.
80036;Abilities;Ability to identify basic common coding flaws at a high level.
80037;Abilities;Ability to leverage best practices and lessons learned of external organizations and academic institutions dealing with cyber issues.
80038;Abilities;Ability to optimize systems to meet enterprise performance requirements.
80039;Abilities;Ability to oversee the development and update of the life cycle cost estimate.
80040;Abilities;Ability to translate data and test results into evaluative conclusions.
80041;Abilities;Ability to use data visualization tools (e.g., Flare, HighCharts, AmCharts, D3.js, Processing, Google Visualization API, Tableau, Raphael.js).
80042;Abilities;Ability to develop career path opportunities.
80043;Abilities;Ability to conduct forensic analyses in and for both Windows and Unix/Linux environments.
80044;Abilities;Ability to apply programming language structures (e.g., source code review) and logic.
80045;Abilities;Ability to evaluate/ensure the trustworthiness of the supplier and/or product.
80046;Abilities;Ability to monitor and assess the potential impact of emerging technologies on laws, regulations, and/or policies.
80047;Abilities;Ability to develop secure software according to secure software deployment methodologies, tools, and practices.
80048;Abilities;Ability to apply network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth).
80049;Abilities;Ability to apply secure system design tools, methods and techniques.
80050;Abilities;Ability to apply system design tools, methods, and techniques, including automated systems analysis and design tools.
80051;Abilities;Ability to execute technology integration processes.
80052;Abilities;Ability to operate network equipment including hubs, routers, switches, bridges, servers, transmission media, and related hardware.
80053;Abilities;Ability to determine the validity of workforce trend data.
80054;Abilities;Ability to apply the Instructional System Design (ISD) methodology.
80055;Abilities;Ability to operate common network tools (e.g., ping, traceroute, nslookup).
80056;Abilities;Ability to ensure security practices are followed throughout the acquisition process.
80057;Abilities;Ability to tailor curriculum that speaks to the topic at the appropriate level for the target audience.
80058;Abilities;Ability to execute OS command line (e.g., ipconfig, netstat, dir, nbtstat).
80059;Abilities;Ability to operate the organization's LAN/WAN pathways.
80060;Abilities;Ability to build architectures and frameworks.
80061;Abilities;Ability to design architectures and frameworks.
80062;Abilities;Ability to monitor measures or indicators of system performance and availability.
80063;Abilities;Ability to operate different electronic communication systems and methods (e.g., e-mail, VOIP, IM, web forums, Direct Video Broadcasts).
80064;Abilities;Ability to interpret and translate customer requirements into operational capabilities. 
80065;Abilities;Ability to monitor traffic flows across the network.
80066;Abilities;Ability to accurately and completely source all data used in intelligence, assessment and/or planning products.
80067;Abilities;Ability to adjust to and operate in a diverse, unpredictable, challenging, and fast-paced work environment.
80068;Abilities;Ability to apply approved planning development and staffing processes.
80069;Abilities;Ability to apply collaborative skills and strategies.
80070;Abilities;Ability to apply critical reading/thinking skills.
80071;Abilities;Ability to apply language and cultural expertise to analysis.
80072;Abilities;Ability to clearly articulate intelligence requirements into well-formulated research questions and data tracking variables for inquiry tracking purposes.
80073;Abilities;Ability to clearly articulate intelligence requirements into well-formulated research questions and requests for information.
80074;Abilities;Ability to collaborate effectively with others.
80075;Abilities;WITHDRAWN: Ability to communicate complex information, concepts, or ideas in a confident and well-organized manner through verbal, written, and/or visual means.
80076;Abilities;Ability to coordinate and collaborate with analysts regarding surveillance requirements and essential information development.
80077;Abilities;Ability to coordinate cyber operations with other organization functions or support activities.
80078;Abilities;Ability to coordinate, collaborate and disseminate information to subordinate, lateral and higher-level organizations.
80079;Abilities;Ability to correctly employ each organization or element into the collection plan and matrix.
80080;Abilities;Ability to develop or recommend analytic approaches or solutions to problems and situations for which information is incomplete or for which no precedent exists.
80081;Abilities;Ability to develop or recommend planning solutions to problems and situations for which no precedent exists.
80082;Abilities;Ability to effectively collaborate via virtual teams.
80083;Abilities;Ability to evaluate information for reliability, validity, and relevance.
80084;Abilities;Ability to evaluate, analyze, and synthesize large quantities of data (which may be fragmented and contradictory) into high quality, fused targeting/intelligence products.
80085;Abilities;Ability to exercise judgment when policies are not well-defined.
80086;Abilities;Ability to expand network access by conducting target analysis and collection to identify targets of interest.
80087;Abilities;Ability to focus research efforts to meet the customer’s decision-making needs.
80088;Abilities;Ability to function effectively in a dynamic, fast-paced environment.
80089;Abilities;Ability to function in a collaborative environment, seeking continuous consultation with other analysts and experts—both internal and external to the organization—to leverage analytical and technical expertise.
80090;Abilities;Ability to identify external partners with common cyber operations interests.
80091;Abilities;Ability to identify intelligence gaps.
80092;Abilities;Ability to identify/describe target vulnerability.
80093;Abilities;Ability to identify/describe techniques/methods for conducting technical exploitation of the target.
80094;Abilities;Ability to interpret and apply laws, regulations, policies, and guidance relevant to organization cyber objectives.
80095;Abilities;Ability to interpret and translate customer requirements into operational action.
80096;Abilities;Ability to interpret and understand complex and rapidly evolving concepts.
80097;Abilities;Ability to monitor system operations and react to events in response to triggers and/or observation of trends or unusual activity. 
80098;Abilities;Ability to participate as a member of planning teams, coordination groups, and task forces as necessary.
80099;Abilities;Ability to perform network collection tactics, techniques, and procedures to include decryption capabilities/tools.
80100;Abilities;Ability to perform wireless collection procedures to include decryption capabilities/tools.
80101;Abilities;Ability to recognize and mitigate cognitive biases which may affect analysis.
80102;Abilities;Ability to recognize and mitigate deception in reporting and analysis.
80103;Abilities;Ability to review processed target language materials for accuracy and completeness.
80104;Abilities;Ability to select the appropriate implant to achieve operational goals.
80105;Abilities;Ability to tailor technical and planning information to a customer’s level of understanding.
80106;Abilities;Ability to think critically.
80107;Abilities;Ability to think like threat actors.
80108;Abilities;Ability to understand objectives and effects.
80109;Abilities;Ability to utilize multiple intelligence sources across all intelligence disciplines.
80110;Abilities;Ability to monitor advancements in information privacy laws to ensure organizational adaptation and compliance.
80111;Abilities;Ability to work across departments and business units to implement organization’s privacy principles and programs, and align privacy objectives with security objectives. 
80112;Abilities;Ability to monitor advancements in information privacy technologies to ensure organizational adaptation and compliance.
80113;Abilities;Ability to determine whether a security incident violates a privacy principle or legal standard requiring specific legal action.
80114;Abilities;Ability to develop or procure curriculum that speaks to the topic at the appropriate level for the target.
80115;Abilities;Ability to work across departments and business units to implement organization’s privacy principles and programs, and align privacy objectives with security objectives.
80116;Abilities;Ability to prioritize and allocate cybersecurity resources correctly and efficiently.
80117;Abilities;Ability to relate strategy, business, and technology in the context of organizational dynamics.
80118;Abilities;Ability to understand technology, management, and leadership issues related to organization processes and problem solving.
80119;Abilities;Ability to understand the basic concepts and issues related to cyber and its organizational impact.
80120;Abilities;Ability to share meaningful insights about the context of an organization’s threat environment that improve its risk management posture.
80121;Abilities;Ability to design incident response for cloud service models.
80122;Abilities;Ability to design capabilities to find solutions to less common and more complex system problems.
80123;Abilities;Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation).
80124;Abilities;Ability to establish and maintain automated security control assessments
80125;Abilities;Ability to author a privacy disclosure statement based on current laws.
